question,answer_llm,answer_orig,document
Could the wrong embedding model be the reason my cosine similarity is way off from the answer choices?,"Yes — using the wrong embedding model is a common reason your cosine similarity ends up far from the homework answer choices.

The homework specifically says to use the lightweight ONNX `Embedder` from `embedder.py`, not `sentence-transformers`. If you use a different model like `multi-qa-mpnet-base-dot-v1` or `all-mpnet-base-v2`, your cosine similarity can change enough that it won’t match the options.

Also make sure you are:

- embedding the page’s `content` field
- comparing it to the query vector from Q1
- using the normalized vectors from `Embedder`

If you do all that and it’s still slightly off, choose the closest option — small numerical differences can happen.","The most common cause is using a different embedding model than the homework specifies. Homework 2 tells you **not** to use `sentence-transformers` and to use the lightweight ONNX `Embedder` from `embedder.py` instead:

```python
from embedder import Embedder
model = Embedder()
```

Both approaches produce the same vectors for the same model, but if you embed with a different model (for example the `multi-qa-mpnet-base-dot-v1` model from the lessons, or `all-mpnet-base-v2`) you'll get a cosine value that isn't among the options.

Also check that:

- You're embedding the page's `content` field (not the filename or the whole dict).
- You're comparing against the query vector from Q1.
- The vectors are normalized — the `Embedder` returns normalized vectors, so the dot product is the cosine similarity directly.

If your value is still slightly off after using the right model, pick the closest option — small numerical differences are expected.",eaa17a9dc6
"For the homework vector search question, should I embed the page `content` field or something else like the filename or full record?","For the homework, embed the page **`content` field only** — not the filename and not the full record.

The course note for Module 2 homework says to use:

- `content` for the document embedding
- the query vector from Q1
- the provided `Embedder` model, which returns normalized vectors

So the answer is: **embed `content`**.","The most common cause is using a different embedding model than the homework specifies. Homework 2 tells you **not** to use `sentence-transformers` and to use the lightweight ONNX `Embedder` from `embedder.py` instead:

```python
from embedder import Embedder
model = Embedder()
```

Both approaches produce the same vectors for the same model, but if you embed with a different model (for example the `multi-qa-mpnet-base-dot-v1` model from the lessons, or `all-mpnet-base-v2`) you'll get a cosine value that isn't among the options.

Also check that:

- You're embedding the page's `content` field (not the filename or the whole dict).
- You're comparing against the query vector from Q1.
- The vectors are normalized — the `Embedder` returns normalized vectors, so the dot product is the cosine similarity directly.

If your value is still slightly off after using the right model, pick the closest option — small numerical differences are expected.",eaa17a9dc6
"If my cosine similarity is only a little different from the listed options, should I just choose the closest one?","Yes — if your cosine similarity is only slightly different from the listed options, choose the closest one.

Small differences can happen because of rounding, filtering, dataset versions, or model/provider behavior. If it’s far from all options, then re-check your setup.","The most common cause is using a different embedding model than the homework specifies. Homework 2 tells you **not** to use `sentence-transformers` and to use the lightweight ONNX `Embedder` from `embedder.py` instead:

```python
from embedder import Embedder
model = Embedder()
```

Both approaches produce the same vectors for the same model, but if you embed with a different model (for example the `multi-qa-mpnet-base-dot-v1` model from the lessons, or `all-mpnet-base-v2`) you'll get a cosine value that isn't among the options.

Also check that:

- You're embedding the page's `content` field (not the filename or the whole dict).
- You're comparing against the query vector from Q1.
- The vectors are normalized — the `Embedder` returns normalized vectors, so the dot product is the cosine similarity directly.

If your value is still slightly off after using the right model, pick the closest option — small numerical differences are expected.",eaa17a9dc6
How do I set up Gemini API key for Kestra and why do I need both a normal env var and a SECRET_ one?,"Set it up like this before starting Kestra:

```bash
export GEMINI_API_KEY=""your-gemini-api-key-here""                              # plain key for AI Copilot
export SECRET_GEMINI_API_KEY=$(echo -n ""$GEMINI_API_KEY"" | base64)             # base64 secret for flows
docker compose up -d
```

Why both?

- `GEMINI_API_KEY` is the **plain environment variable**. Kestra’s AI Copilot reads this one directly.
- `SECRET_GEMINI_API_KEY` is the **base64-encoded secret variable**. Kestra flows read secrets from env vars prefixed with `SECRET_`.

Inside a flow, you reference it without the prefix:

```yaml
{{ secret('GEMINI_API_KEY') }}
```

So the short version is:  
- **plain env var** = Copilot  
- **SECRET_ env var** = flows

If it still doesn’t work, restart Kestra after exporting the variables, and make sure you used `echo -n` so the base64 value isn’t corrupted.","Kestra reads secrets from environment variables that are prefixed with `SECRET_` and whose value is **base64-encoded**. You export them in the terminal *before* starting Kestra. For Gemini you need two variables — the plain one (used by the AI Copilot) and the base64-encoded `SECRET_` one (used by the flows):

```bash
export GEMINI_API_KEY=""your-gemini-api-key-here""                              # used by AI Copilot
export SECRET_GEMINI_API_KEY=$(echo -n $GEMINI_API_KEY | base64)             # used by the flows
export SECRET_OPENAI_API_KEY=$(echo -n ""your-openai-api-key-here"" | base64)  # required for flow 3
export SECRET_TAVILY_API_KEY=$(echo -n ""your-tavily-api-key-here"" | base64)  # required for web search (flows 3, 5, 6)
```

Then start (or restart) Kestra so it picks up the variables:

```bash
docker compose up -d
```

Inside a flow, reference a secret **without** the `SECRET_` prefix:

```yaml
{{ secret('GEMINI_API_KEY') }}
```

See the [setup lesson](https://github.com/DataTalksClub/llm-zoomcamp/blob/main/03-orchestration/lessons/03-setup.md) for the full walkthrough. Never commit your keys to Git.",3860e5fe8b
What’s the right way to export OpenAI and Tavily keys so Kestra flows can use them?,"Export them as **base64-encoded `SECRET_` environment variables** in the terminal **before** starting Kestra:

```bash
export SECRET_OPENAI_API_KEY=$(echo -n ""your-openai-api-key-here"" | base64)
export SECRET_TAVILY_API_KEY=$(echo -n ""your-tavily-api-key-here"" | base64)
```

Then restart Kestra so it picks them up:

```bash
docker compose up -d
```

Inside flows, reference them without the `SECRET_` prefix, e.g.:

```yaml
{{ secret('OPENAI_API_KEY') }}
{{ secret('TAVILY_API_KEY') }}
```","Kestra reads secrets from environment variables that are prefixed with `SECRET_` and whose value is **base64-encoded**. You export them in the terminal *before* starting Kestra. For Gemini you need two variables — the plain one (used by the AI Copilot) and the base64-encoded `SECRET_` one (used by the flows):

```bash
export GEMINI_API_KEY=""your-gemini-api-key-here""                              # used by AI Copilot
export SECRET_GEMINI_API_KEY=$(echo -n $GEMINI_API_KEY | base64)             # used by the flows
export SECRET_OPENAI_API_KEY=$(echo -n ""your-openai-api-key-here"" | base64)  # required for flow 3
export SECRET_TAVILY_API_KEY=$(echo -n ""your-tavily-api-key-here"" | base64)  # required for web search (flows 3, 5, 6)
```

Then start (or restart) Kestra so it picks up the variables:

```bash
docker compose up -d
```

Inside a flow, reference a secret **without** the `SECRET_` prefix:

```yaml
{{ secret('GEMINI_API_KEY') }}
```

See the [setup lesson](https://github.com/DataTalksClub/llm-zoomcamp/blob/main/03-orchestration/lessons/03-setup.md) for the full walkthrough. Never commit your keys to Git.",3860e5fe8b
"After I set the API keys, do I need to restart Kestra or is it enough to just export them in the shell?","You need to restart Kestra. Just exporting the variables in your shell is not enough unless Kestra is started after that export.

So the flow is:

```bash
export GEMINI_API_KEY=""your-gemini-api-key-here""
export SECRET_GEMINI_API_KEY=$(echo -n ""$GEMINI_API_KEY"" | base64)
docker compose up -d
```

If Kestra is already running, restart it so it picks up the new environment variables.","Kestra reads secrets from environment variables that are prefixed with `SECRET_` and whose value is **base64-encoded**. You export them in the terminal *before* starting Kestra. For Gemini you need two variables — the plain one (used by the AI Copilot) and the base64-encoded `SECRET_` one (used by the flows):

```bash
export GEMINI_API_KEY=""your-gemini-api-key-here""                              # used by AI Copilot
export SECRET_GEMINI_API_KEY=$(echo -n $GEMINI_API_KEY | base64)             # used by the flows
export SECRET_OPENAI_API_KEY=$(echo -n ""your-openai-api-key-here"" | base64)  # required for flow 3
export SECRET_TAVILY_API_KEY=$(echo -n ""your-tavily-api-key-here"" | base64)  # required for web search (flows 3, 5, 6)
```

Then start (or restart) Kestra so it picks up the variables:

```bash
docker compose up -d
```

Inside a flow, reference a secret **without** the `SECRET_` prefix:

```yaml
{{ secret('GEMINI_API_KEY') }}
```

See the [setup lesson](https://github.com/DataTalksClub/llm-zoomcamp/blob/main/03-orchestration/lessons/03-setup.md) for the full walkthrough. Never commit your keys to Git.",3860e5fe8b
"In a Kestra YAML flow, how do I reference a secret like Gemini without typing the SECRET_ part?","Use the secret **without** the `SECRET_` prefix in the flow:

```yaml
{{ secret('GEMINI_API_KEY') }}
```

Kestra maps that to the environment variable `SECRET_GEMINI_API_KEY`.","Kestra reads secrets from environment variables that are prefixed with `SECRET_` and whose value is **base64-encoded**. You export them in the terminal *before* starting Kestra. For Gemini you need two variables — the plain one (used by the AI Copilot) and the base64-encoded `SECRET_` one (used by the flows):

```bash
export GEMINI_API_KEY=""your-gemini-api-key-here""                              # used by AI Copilot
export SECRET_GEMINI_API_KEY=$(echo -n $GEMINI_API_KEY | base64)             # used by the flows
export SECRET_OPENAI_API_KEY=$(echo -n ""your-openai-api-key-here"" | base64)  # required for flow 3
export SECRET_TAVILY_API_KEY=$(echo -n ""your-tavily-api-key-here"" | base64)  # required for web search (flows 3, 5, 6)
```

Then start (or restart) Kestra so it picks up the variables:

```bash
docker compose up -d
```

Inside a flow, reference a secret **without** the `SECRET_` prefix:

```yaml
{{ secret('GEMINI_API_KEY') }}
```

See the [setup lesson](https://github.com/DataTalksClub/llm-zoomcamp/blob/main/03-orchestration/lessons/03-setup.md) for the full walkthrough. Never commit your keys to Git.",3860e5fe8b
Why is my Kestra flow not seeing the Gemini key even though I already set GEMINI_API_KEY in my terminal?,"You likely need to set the **plain `GEMINI_API_KEY`**, not only `SECRET_GEMINI_API_KEY`.

For Kestra’s AI Copilot, the context says it reads the plain environment variable:

```bash
export GEMINI_API_KEY=""your-gemini-api-key-here""
docker compose up -d
```

Also make sure to:

- export it in the **same shell session** used to start Kestra
- **restart Kestra** after setting it
- if you’re using secrets in flows, those use `SECRET_GEMINI_API_KEY` and should be referenced as `{{ secret('GEMINI_API_KEY') }}`

If your flow still can’t see it, I don’t know.","Kestra reads secrets from environment variables that are prefixed with `SECRET_` and whose value is **base64-encoded**. You export them in the terminal *before* starting Kestra. For Gemini you need two variables — the plain one (used by the AI Copilot) and the base64-encoded `SECRET_` one (used by the flows):

```bash
export GEMINI_API_KEY=""your-gemini-api-key-here""                              # used by AI Copilot
export SECRET_GEMINI_API_KEY=$(echo -n $GEMINI_API_KEY | base64)             # used by the flows
export SECRET_OPENAI_API_KEY=$(echo -n ""your-openai-api-key-here"" | base64)  # required for flow 3
export SECRET_TAVILY_API_KEY=$(echo -n ""your-tavily-api-key-here"" | base64)  # required for web search (flows 3, 5, 6)
```

Then start (or restart) Kestra so it picks up the variables:

```bash
docker compose up -d
```

Inside a flow, reference a secret **without** the `SECRET_` prefix:

```yaml
{{ secret('GEMINI_API_KEY') }}
```

See the [setup lesson](https://github.com/DataTalksClub/llm-zoomcamp/blob/main/03-orchestration/lessons/03-setup.md) for the full walkthrough. Never commit your keys to Git.",3860e5fe8b
"Why does Kestra AI Copilot keep saying it can only help with creating Kestra flows, and how do I make it work?","Kestra AI Copilot says that because it **didn’t receive a valid Gemini API key**. In the course’s setup, the Copilot only works with **Gemini** in the Open Source edition, and it expects the **plain** environment variable:

- `GEMINI_API_KEY`

not the base64-encoded one used by flows:

- `SECRET_GEMINI_API_KEY`

To fix it:

```bash
export GEMINI_API_KEY=""your-gemini-api-key-here""
docker compose up -d
```

If it still doesn’t work, check these:

- Make sure the variable is set in the same shell you use to start Kestra:
  ```bash
  echo $GEMINI_API_KEY
  ```
- Generate a fresh key in Google AI Studio.
- If you’ve been using the agent/multi-agent flows a lot, you may have hit the free-tier limit. Wait a bit and retry.

Important: for this setup, export **both** keys if needed:

- `GEMINI_API_KEY` for the AI Copilot
- `SECRET_GEMINI_API_KEY` for the flows","This message means the AI Copilot didn't get a valid Gemini API key, so it falls back to a canned refusal. In Kestra's Open Source edition the Copilot only supports Gemini, and it reads the **plain** `GEMINI_API_KEY` variable (not the base64-encoded `SECRET_GEMINI_API_KEY` that the flows use).

Make sure you exported the plain key before starting Kestra, then restart it:

```bash
export GEMINI_API_KEY=""your-gemini-api-key-here""
docker compose up -d
```

If it still fails, the key is usually missing, mistyped, or rate-limited:

- Confirm the variable is actually set in the shell you ran `docker compose up` from (`echo $GEMINI_API_KEY`).
- Generate a fresh key in [Google AI Studio](https://aistudio.google.com/app/apikey).
- If you've been running the agent/multi-agent flows a lot, you may have hit the free-tier quota (`429 Resource Exhausted`) — wait a minute and retry.

Note that the Copilot needs the **plain** `GEMINI_API_KEY` while the flows need `SECRET_GEMINI_API_KEY` — export both.",04440cab11
Do I need a different Gemini variable for Kestra Copilot than the one used in the flows?,"Yes. Use a **different variable** for Kestra Copilot.

- **Copilot** uses the plain `GEMINI_API_KEY`
- **Flows** use `SECRET_GEMINI_API_KEY` (base64-encoded)

So you should export **both** before starting Kestra:

```bash
export GEMINI_API_KEY=""your-gemini-api-key-here""
export SECRET_GEMINI_API_KEY=$(echo -n $GEMINI_API_KEY | base64)
docker compose up -d
```

","This message means the AI Copilot didn't get a valid Gemini API key, so it falls back to a canned refusal. In Kestra's Open Source edition the Copilot only supports Gemini, and it reads the **plain** `GEMINI_API_KEY` variable (not the base64-encoded `SECRET_GEMINI_API_KEY` that the flows use).

Make sure you exported the plain key before starting Kestra, then restart it:

```bash
export GEMINI_API_KEY=""your-gemini-api-key-here""
docker compose up -d
```

If it still fails, the key is usually missing, mistyped, or rate-limited:

- Confirm the variable is actually set in the shell you ran `docker compose up` from (`echo $GEMINI_API_KEY`).
- Generate a fresh key in [Google AI Studio](https://aistudio.google.com/app/apikey).
- If you've been running the agent/multi-agent flows a lot, you may have hit the free-tier quota (`429 Resource Exhausted`) — wait a minute and retry.

Note that the Copilot needs the **plain** `GEMINI_API_KEY` while the flows need `SECRET_GEMINI_API_KEY` — export both.",04440cab11
What exactly should I export before starting Kestra so the AI Copilot doesn’t refuse every request?,"Before starting Kestra, export the **plain** Gemini API key:

```bash
export GEMINI_API_KEY=""your-gemini-api-key-here""
```

Then start Kestra:

```bash
docker compose up -d
```

If you also want the flows to work, export the base64-encoded secret too:

```bash
export SECRET_GEMINI_API_KEY=$(echo -n $GEMINI_API_KEY | base64)
```

So for the Copilot specifically, the key thing is **`GEMINI_API_KEY`**, not just `SECRET_GEMINI_API_KEY`.","This message means the AI Copilot didn't get a valid Gemini API key, so it falls back to a canned refusal. In Kestra's Open Source edition the Copilot only supports Gemini, and it reads the **plain** `GEMINI_API_KEY` variable (not the base64-encoded `SECRET_GEMINI_API_KEY` that the flows use).

Make sure you exported the plain key before starting Kestra, then restart it:

```bash
export GEMINI_API_KEY=""your-gemini-api-key-here""
docker compose up -d
```

If it still fails, the key is usually missing, mistyped, or rate-limited:

- Confirm the variable is actually set in the shell you ran `docker compose up` from (`echo $GEMINI_API_KEY`).
- Generate a fresh key in [Google AI Studio](https://aistudio.google.com/app/apikey).
- If you've been running the agent/multi-agent flows a lot, you may have hit the free-tier quota (`429 Resource Exhausted`) — wait a minute and retry.

Note that the Copilot needs the **plain** `GEMINI_API_KEY` while the flows need `SECRET_GEMINI_API_KEY` — export both.",04440cab11
"If I already set a Gemini key and the Copilot still doesn’t work, what should I check next?","I’d check whether you also set the **plain** `GEMINI_API_KEY` in the same shell before starting Kestra.

For the AI Copilot, Kestra Open Source uses:

- `GEMINI_API_KEY` for the Copilot
- `SECRET_GEMINI_API_KEY` for the flows

So if only `SECRET_GEMINI_API_KEY` is set, the Copilot can still fail. Also make sure you **restart Kestra** after exporting the variables:

```bash
export GEMINI_API_KEY=""your-gemini-api-key-here""
export SECRET_GEMINI_API_KEY=$(echo -n ""$GEMINI_API_KEY"" | base64)
docker compose up -d
```

If it still doesn’t work, verify the key is actually present in that shell with `echo $GEMINI_API_KEY` and check that it isn’t mistyped or rate-limited.","This message means the AI Copilot didn't get a valid Gemini API key, so it falls back to a canned refusal. In Kestra's Open Source edition the Copilot only supports Gemini, and it reads the **plain** `GEMINI_API_KEY` variable (not the base64-encoded `SECRET_GEMINI_API_KEY` that the flows use).

Make sure you exported the plain key before starting Kestra, then restart it:

```bash
export GEMINI_API_KEY=""your-gemini-api-key-here""
docker compose up -d
```

If it still fails, the key is usually missing, mistyped, or rate-limited:

- Confirm the variable is actually set in the shell you ran `docker compose up` from (`echo $GEMINI_API_KEY`).
- Generate a fresh key in [Google AI Studio](https://aistudio.google.com/app/apikey).
- If you've been running the agent/multi-agent flows a lot, you may have hit the free-tier quota (`429 Resource Exhausted`) — wait a minute and retry.

Note that the Copilot needs the **plain** `GEMINI_API_KEY` while the flows need `SECRET_GEMINI_API_KEY` — export both.",04440cab11
"Could this be a quota or rate-limit problem with Gemini, and how do I tell?","Yes — it could be a Gemini quota/rate-limit issue.

How to tell:
- In this course context, Gemini free-tier limits both **per-minute** and **per-day** requests.
- If adding a small sleep like `time.sleep(4)` helps briefly but the run still fails later in a long loop, that often means you’ve hit the **daily quota**, not just the per-minute limit.
- The error can show up as something like **`429 Resource Exhausted`**.

What to do:
- Wait a minute and retry if it seems temporary.
- Reduce concurrency if you’re using a thread pool.
- Save progress and resume from where you stopped.
- If you need a more reliable option, use `gpt-4o-mini` or Groq’s free tier.

If you want, I can also help you distinguish **rate limit vs. billing/quota** based on the exact error text.","This message means the AI Copilot didn't get a valid Gemini API key, so it falls back to a canned refusal. In Kestra's Open Source edition the Copilot only supports Gemini, and it reads the **plain** `GEMINI_API_KEY` variable (not the base64-encoded `SECRET_GEMINI_API_KEY` that the flows use).

Make sure you exported the plain key before starting Kestra, then restart it:

```bash
export GEMINI_API_KEY=""your-gemini-api-key-here""
docker compose up -d
```

If it still fails, the key is usually missing, mistyped, or rate-limited:

- Confirm the variable is actually set in the shell you ran `docker compose up` from (`echo $GEMINI_API_KEY`).
- Generate a fresh key in [Google AI Studio](https://aistudio.google.com/app/apikey).
- If you've been running the agent/multi-agent flows a lot, you may have hit the free-tier quota (`429 Resource Exhausted`) — wait a minute and retry.

Note that the Copilot needs the **plain** `GEMINI_API_KEY` while the flows need `SECRET_GEMINI_API_KEY` — export both.",04440cab11
My Kestra flow says the Gemini key is missing or invalid even though I exported SECRET_GEMINI_API_KEY — what am I doing wrong?,"The most likely issue is that the secret value got corrupted when you encoded it.

Use `echo -n` so no trailing newline is included, and make sure the value is quoted:

```bash
export SECRET_GEMINI_API_KEY=$(echo -n ""$GEMINI_API_KEY"" | base64)
```

Also check these common mistakes:

- Restart Kestra after exporting the variable, so it picks up the new env vars:
  ```bash
  docker compose up -d
  ```
  or
  ```bash
  docker compose down && docker compose up -d
  ```
- In your flow, reference the secret without the `SECRET_` prefix:
  ```yaml
  {{ secret('GEMINI_API_KEY') }}
  ```
- Export the variable in the same shell session you use to start Kestra.

If you want, you can also put the values in a `.env` file and start Kestra with:

```bash
docker compose --env-file ./.env -f ./docker-compose.yml up -d
```","The most common cause is a corrupted base64 value. If you encode the key with a trailing space or newline, the decoded secret is wrong and authentication fails.

Use `echo -n` (which omits the trailing newline) and quote the value:

```bash
export SECRET_GEMINI_API_KEY=$(echo -n ""$GEMINI_API_KEY"" | base64)
```

Other things to check:

- You must **restart** Kestra after exporting, so the container picks up the new variables: `docker compose up -d` (or `docker compose down && docker compose up -d`).
- Reference the secret in flows **without** the `SECRET_` prefix: `{{ secret('GEMINI_API_KEY') }}`.
- Export the variables in the same shell session you start Kestra from.

A cleaner alternative is to put the keys in a `.env` file and pass it explicitly:

```bash
docker compose --env-file ./.env -f ./docker-compose.yml up -d
```",c8ca21af33
Could a bad base64 encoding be the reason my SECRET_GEMINI_API_KEY works in shell but fails inside Kestra?,"Yes — a bad base64 encoding is a very likely cause.

If you encoded `SECRET_GEMINI_API_KEY` with a trailing space or newline, Kestra will decode the wrong value and the key will look invalid even though it works in your shell.

Use `echo -n` and quote the variable:

```bash
export SECRET_GEMINI_API_KEY=$(echo -n ""$GEMINI_API_KEY"" | base64)
```

Also make sure:

- you exported it in the same shell session where you start Kestra
- you restarted Kestra after exporting the variable
- in flows you reference it as `{{ secret('GEMINI_API_KEY') }}` not `SECRET_GEMINI_API_KEY`

If you want, I can also help you check whether your current base64 value is correct.","The most common cause is a corrupted base64 value. If you encode the key with a trailing space or newline, the decoded secret is wrong and authentication fails.

Use `echo -n` (which omits the trailing newline) and quote the value:

```bash
export SECRET_GEMINI_API_KEY=$(echo -n ""$GEMINI_API_KEY"" | base64)
```

Other things to check:

- You must **restart** Kestra after exporting, so the container picks up the new variables: `docker compose up -d` (or `docker compose down && docker compose up -d`).
- Reference the secret in flows **without** the `SECRET_` prefix: `{{ secret('GEMINI_API_KEY') }}`.
- Export the variables in the same shell session you start Kestra from.

A cleaner alternative is to put the keys in a `.env` file and pass it explicitly:

```bash
docker compose --env-file ./.env -f ./docker-compose.yml up -d
```",c8ca21af33
"Do I need to restart Kestra after setting the env vars, or should it pick them up automatically?","Yes — you need to restart Kestra after setting the env vars so it picks them up.

Use:

```bash
docker compose up -d
```

or, if needed:

```bash
docker compose down && docker compose up -d
```

Also make sure you exported the variables in the same shell session where you start Kestra.","The most common cause is a corrupted base64 value. If you encode the key with a trailing space or newline, the decoded secret is wrong and authentication fails.

Use `echo -n` (which omits the trailing newline) and quote the value:

```bash
export SECRET_GEMINI_API_KEY=$(echo -n ""$GEMINI_API_KEY"" | base64)
```

Other things to check:

- You must **restart** Kestra after exporting, so the container picks up the new variables: `docker compose up -d` (or `docker compose down && docker compose up -d`).
- Reference the secret in flows **without** the `SECRET_` prefix: `{{ secret('GEMINI_API_KEY') }}`.
- Export the variables in the same shell session you start Kestra from.

A cleaner alternative is to put the keys in a `.env` file and pass it explicitly:

```bash
docker compose --env-file ./.env -f ./docker-compose.yml up -d
```",c8ca21af33
"When I use a secret in a flow, should I write SECRET_GEMINI_API_KEY or just GEMINI_API_KEY in the secret call?","Use just `GEMINI_API_KEY` in the flow:

```yaml
{{ secret('GEMINI_API_KEY') }}
```

Do **not** include the `SECRET_` prefix in the secret call. The `SECRET_` prefix is only for the environment variable name you export in the shell.","The most common cause is a corrupted base64 value. If you encode the key with a trailing space or newline, the decoded secret is wrong and authentication fails.

Use `echo -n` (which omits the trailing newline) and quote the value:

```bash
export SECRET_GEMINI_API_KEY=$(echo -n ""$GEMINI_API_KEY"" | base64)
```

Other things to check:

- You must **restart** Kestra after exporting, so the container picks up the new variables: `docker compose up -d` (or `docker compose down && docker compose up -d`).
- Reference the secret in flows **without** the `SECRET_` prefix: `{{ secret('GEMINI_API_KEY') }}`.
- Export the variables in the same shell session you start Kestra from.

A cleaner alternative is to put the keys in a `.env` file and pass it explicitly:

```bash
docker compose --env-file ./.env -f ./docker-compose.yml up -d
```",c8ca21af33
Is it better to keep these keys in a .env file and pass it to docker compose instead of exporting them in the terminal?,"Yes — that’s the cleaner approach.

The course recommends storing API keys in a `.env` file, keeping it out of git with:

```gitignore
.env
```

Then pass it to Docker Compose explicitly, for example:

```bash
docker compose --env-file ./.env -f ./docker-compose.yml up -d
```

This is better than manually exporting keys in every terminal because it’s more reproducible and easier to manage.","The most common cause is a corrupted base64 value. If you encode the key with a trailing space or newline, the decoded secret is wrong and authentication fails.

Use `echo -n` (which omits the trailing newline) and quote the value:

```bash
export SECRET_GEMINI_API_KEY=$(echo -n ""$GEMINI_API_KEY"" | base64)
```

Other things to check:

- You must **restart** Kestra after exporting, so the container picks up the new variables: `docker compose up -d` (or `docker compose down && docker compose up -d`).
- Reference the secret in flows **without** the `SECRET_` prefix: `{{ secret('GEMINI_API_KEY') }}`.
- Export the variables in the same shell session you start Kestra from.

A cleaner alternative is to put the keys in a `.env` file and pass it explicitly:

```bash
docker compose --env-file ./.env -f ./docker-compose.yml up -d
```",c8ca21af33
Why do we need an orchestrator like Kestra if I can already run everything in a notebook?,"You need an orchestrator like Kestra when your workflow is more than “run this one notebook cell once.”

Notebooks are great for learning and experimentation, but real AI workflows usually need:

- scheduling
- retries
- monitoring
- secret management
- reliable task chaining

Kestra provides those production-style workflow features.

In this course, Kestra is also used to demonstrate AI workflows in a more realistic setting, like:

- AI Copilot to generate flows from natural language
- RAG to ground responses in real data
- AI agents that decide which tools to call

So the point isn’t that notebooks are bad — it’s that orchestrators are better suited for repeatable, reliable, production-style pipelines.","Notebooks are great for learning and experimenting, but real AI workflows need more than a script that runs once: scheduling, retries, monitoring, secret management, and reliably chaining tasks together. That's what an orchestrator like Kestra provides.

In this module Kestra is also the vehicle for the AI techniques the course is teaching: AI Copilot to generate flows from natural language, RAG to ground responses in real data, and AI agents that decide which tools to call. The goal is to see how AI fits into production-style workflows, not just notebook cells.

Kestra's AI plugins also work with any major provider (OpenAI, Gemini, Anthropic, and more), so you can swap providers in a flow without changing anything else. See the [module intro](https://github.com/DataTalksClub/llm-zoomcamp/blob/main/03-orchestration/lessons/01-intro.md) for the full motivation.",193612db63
What’s the point of using Kestra instead of just a plain script for an AI workflow?,"The point of Kestra is not to replace a plain script, but to add the parts that make a workflow production-ready:

- scheduling
- retries
- monitoring/observability
- secret management
- chaining multiple tasks reliably

A plain Python script is enough if your capstone just needs data ingestion and indexing. In fact, the course says you do **not** need an orchestrator for the capstone unless it actually fits your project.

So the short answer is: use Kestra when you need workflow management, not just one-off execution.","Notebooks are great for learning and experimenting, but real AI workflows need more than a script that runs once: scheduling, retries, monitoring, secret management, and reliably chaining tasks together. That's what an orchestrator like Kestra provides.

In this module Kestra is also the vehicle for the AI techniques the course is teaching: AI Copilot to generate flows from natural language, RAG to ground responses in real data, and AI agents that decide which tools to call. The goal is to see how AI fits into production-style workflows, not just notebook cells.

Kestra's AI plugins also work with any major provider (OpenAI, Gemini, Anthropic, and more), so you can swap providers in a flow without changing anything else. See the [module intro](https://github.com/DataTalksClub/llm-zoomcamp/blob/main/03-orchestration/lessons/01-intro.md) for the full motivation.",193612db63
"In this module, why is Kestra used for more than just scheduling jobs?","Kestra is used for more than scheduling because real AI workflows need orchestration features like retries, monitoring, secret management, and chaining tasks reliably.

In this module, Kestra is also the way the course teaches AI techniques:
- AI Copilot to generate flows from natural language
- RAG to ground responses in real data
- AI agents that choose which tools to call

So it’s not just a scheduler; it’s the production-style workflow framework used to demonstrate how these AI techniques fit together.","Notebooks are great for learning and experimenting, but real AI workflows need more than a script that runs once: scheduling, retries, monitoring, secret management, and reliably chaining tasks together. That's what an orchestrator like Kestra provides.

In this module Kestra is also the vehicle for the AI techniques the course is teaching: AI Copilot to generate flows from natural language, RAG to ground responses in real data, and AI agents that decide which tools to call. The goal is to see how AI fits into production-style workflows, not just notebook cells.

Kestra's AI plugins also work with any major provider (OpenAI, Gemini, Anthropic, and more), so you can swap providers in a flow without changing anything else. See the [module intro](https://github.com/DataTalksClub/llm-zoomcamp/blob/main/03-orchestration/lessons/01-intro.md) for the full motivation.",193612db63
"How does Kestra help with things like retries, monitoring, secrets, and chaining tasks together?","Kestra helps by providing orchestration features that notebooks don’t handle well, including:

- **Retries**: automatically rerunning failed tasks
- **Monitoring**: observing runs and tracking what happened
- **Secrets management**: keeping API keys and other credentials out of your code
- **Chaining tasks together**: reliably running steps in sequence or as a workflow

So instead of just running code once, Kestra manages the workflow around it.","Notebooks are great for learning and experimenting, but real AI workflows need more than a script that runs once: scheduling, retries, monitoring, secret management, and reliably chaining tasks together. That's what an orchestrator like Kestra provides.

In this module Kestra is also the vehicle for the AI techniques the course is teaching: AI Copilot to generate flows from natural language, RAG to ground responses in real data, and AI agents that decide which tools to call. The goal is to see how AI fits into production-style workflows, not just notebook cells.

Kestra's AI plugins also work with any major provider (OpenAI, Gemini, Anthropic, and more), so you can swap providers in a flow without changing anything else. See the [module intro](https://github.com/DataTalksClub/llm-zoomcamp/blob/main/03-orchestration/lessons/01-intro.md) for the full motivation.",193612db63
